ESTIMATEDTOTALACRES,ORIGINSLOPE,ORIGINASPECT,ORIGINELEVATION,SPRUCE,MUNDRA,GRASS,BRUSH,HARD,LEAF,UNKNOWN,OTHER
0.1,0-25,E,0-500,0,0,0,0,0,0,0,1
0.5,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
919.6,0-25,E,0-500,0,0,1,0,0,0,0,0
0.4,0-25,N,0-500,0,0,1,0,0,0,0,0
0.2,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
566,0-25,S,0-500,0,0,0,0,0,0,1,0
0.3,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,76+,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,0-500,0,0,0,0,0,0,0,1
0.6,0-25,N,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.4,0-25,NE,0-500,0,0,0,0,0,0,0,1
1.3,26-40,E,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,Unknown,0,0,0,0,0,0,0,1
0.1,0-25,SW,0-500,0,0,0,0,1,0,0,0
0.1,0-25,SW,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.2,0-25,S,0-500,0,0,0,0,0,0,0,1
0.1,0-25,NW,0-500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,Unknown,0,0,0,0,0,0,0,1
0.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.3,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.4,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
5,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,1,0,0,0
10302.5,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.3,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
18,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
22,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,SW,501-1500,0,0,1,0,0,0,0,0
1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,SE,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,1,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,0-25,NE,0-500,0,0,0,0,1,0,0,0
0.5,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,1,0,0,0,0,0,0,0
0.1,0-25,W,0-500,1,0,0,0,0,0,0,0
0.1,0-25,E,0-500,0,0,0,0,0,0,0,1
0.1,0-25,S,1501-2500,0,0,0,0,1,0,0,0
0.1,0-25,SE,1501-2500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,0-25,NW,1501-2500,0,0,0,0,1,0,0,0
0.5,0-25,SE,501-1500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.5,0-25,SE,0-500,0,0,0,0,1,0,0,0
0.1,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.1,0-25,SW,1501-2500,1,0,0,0,0,0,0,0
69.5,0-25,South East,1501-2500,1,0,0,0,1,0,0,0
0.2,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,SW,501-1500,0,0,0,0,0,0,0,1
417.5,0-25,Flat,0501-1500,1,1,0,0,0,0,0,0
2,0-25,E,0-500,0,0,0,0,1,0,0,0
5,0-25,NE,501-1500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
1.3,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.4,41-55,SE,1501-2500,0,0,0,0,1,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
2828.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0501-1500,1,1,0,0,0,0,0,0
0.1,0-25,N,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,SW,0-500,0,0,0,0,1,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,SW,501-1500,0,0,1,0,0,0,0,0
0.1,26-40,NE,501-1500,1,0,0,0,0,0,0,0
2662.8,0-25,Flat,0501-1500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,2501-3500,0,1,0,0,0,0,0,0
1607.5,0-25,Flat,0501-1500,1,0,0,0,0,0,0,0
0.1,0-25,SE,501-1500,0,0,0,0,1,0,0,0
0.2,0-25,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0501-1500,1,1,0,0,0,0,0,0
0.3,0-25,East,2501-3500,1,1,0,0,0,0,0,0
0.1,0-25,Flat,1501-2500,1,1,0,0,0,0,0,0
0.1,0-25,West,0501-1500,1,0,0,0,0,0,0,0
0.5,0-25,NW,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,W,1501-2500,0,0,0,0,0,0,0,1
30305.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
488,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
16.8,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.7,0-25,NE,1501-2500,1,0,0,0,0,0,0,0
33.6,0-25,NW,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.3,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
3.5,0-25,S,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,N,0-500,0,0,1,0,0,0,0,0
1,76+,S,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
1,41-55,E,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,N,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,N,1501-2500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
2.4,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,SE,0-500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,S,1501-2500,0,0,0,0,1,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,1501-2500,0,0,0,0,0,0,1,0
0.1,0-25,Flat,0-500,0,1,0,0,0,0,0,0
0.7,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
17.8,0-25,SW,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.5,41-55,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,0-500,0,0,0,0,1,0,0,0
15620,0-25,South,0501-1500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.5,0-25,SE,501-1500,0,0,1,0,0,0,0,0
0.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.3,0-25,N,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,1,0,0,0,0,0,0
3,0-25,Flat,0-500,0,1,0,0,0,0,0,0
1,0-25,Flat,0-500,0,1,0,0,0,0,0,0
2,0-25,Flat,0-500,0,1,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
13.8,0-25,Flat,0-500,0,1,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,1,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,1,0,0,0,0,0,0
4.1,0-25,Flat,0-500,0,1,0,0,0,0,0,0
1.6,0-25,Flat,0-500,0,1,0,0,0,0,0,0
12.2,0-25,Flat,0-500,0,1,0,0,0,0,0,0
5.7,0-25,Flat,0-500,0,1,0,0,0,0,0,0
4.2,0-25,Flat,0-500,0,1,0,0,0,0,0,0
86.9,0-25,Flat,0-500,0,1,0,0,0,0,0,0
33.7,0-25,Flat,0-500,0,1,0,0,0,0,0,0
2.8,0-25,Flat,0-500,0,1,0,0,0,0,0,0
3.8,0-25,Flat,0501-1500,0,1,0,1,0,0,0,0
5.3,0-25,Flat,0-500,0,1,0,1,0,0,0,0
0.5,0-25,Flat,0-500,0,1,0,0,0,0,0,0
3.8,0-25,Flat,0-500,0,0,1,0,0,0,0,0
1.9,0-25,Flat,0501-1500,0,1,0,1,0,0,0,0
1.2,0-25,Flat,0-500,1,1,0,0,0,0,0,0
1.4,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,1,0,0,0,0,0,0
13.1,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
16.8,0-25,Flat,0-500,0,1,0,1,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,0,0,0,1
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,0,0,1,0,0,0
30.9,0-25,N,501-1500,0,0,0,0,1,0,0,0
5988.3,0-25,Flat,0-500,0,1,0,0,0,0,0,0
3,0-25,Flat,0-500,1,1,0,0,0,0,0,0
16.4,0-25,Flat,0-500,0,1,0,1,0,0,0,0
50964.8,0-25,SW,1501-2500,1,0,0,0,0,0,0,0
19001.7,0-25,Flat,0501-1500,0,1,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,0,0,0,1
0.1,0-25,E,501-1500,0,0,1,0,0,0,0,0
16,0-25,W,501-1500,1,0,0,0,0,0,0,0
6,0-25,N,501-1500,1,0,0,0,0,0,0,0
1.5,0-25,Flat,0-500,1,0,0,0,0,0,0,0
2.4,0-25,SW,501-1500,1,0,0,0,0,0,0,0
2.1,0-25,N,0-500,1,0,0,0,0,0,0,0
28.2,0-25,NE,501-1500,1,0,0,0,0,0,0,0
1.5,0-25,SW,0-500,1,0,0,0,0,0,0,0
1,0-25,W,0-500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,1,1,0,0,0,0,0,0
99.5,0-25,S,501-1500,1,0,0,0,0,0,0,0
54.4,0-25,N,501-1500,1,0,0,0,0,0,0,0
215.8,0-25,W,1501-2500,0,0,0,0,1,0,0,0
0.3,0-25,NW,501-1500,0,0,0,0,0,0,1,0
0.5,0-25,N,3501-4500,0,0,0,0,0,0,0,1
0.1,0-25,SW,0-500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,0-500,1,1,0,0,0,0,0,0
1,0-25,Flat,0-500,1,1,0,0,0,0,0,0
0.1,0-25,Flat,0-500,1,1,0,0,0,0,0,0
2,0-25,Flat,0-500,1,1,0,0,0,0,0,0
0.1,0-25,Flat,0-500,1,1,0,0,0,0,0,0
0.6,0-25,N,0-500,0,0,0,0,1,0,0,0
95.7,0-25,SW,1501-2500,0,0,0,0,0,0,1,0
927.2,0-25,S,1501-2500,1,0,0,0,0,0,0,0
37.1,0-25,S,1501-2500,1,0,0,0,0,0,0,0
2186.1,0-25,SW,0-500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,1501-2500,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
4224,0-25,Flat,0501-1500,0,1,1,0,0,0,0,0
40,0-25,NE,0-500,0,0,0,0,0,0,0,1
418.7,0-25,Flat,1501-2500,0,1,1,1,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,0-25,SE,0-500,0,0,0,0,0,0,1,0
0.1,0-25,SW,0-500,0,0,0,0,0,0,1,0
102.2,0-25,Flat,Unknown,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
118.8,0-25,Flat,0-500,1,0,0,1,0,0,0,0
1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.4,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,1501-2500,0,0,1,0,0,0,0,0
7,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
181.7,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
31.2,0-25,Flat,1501-2500,1,1,0,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
57.3,0-25,Flat,1501-2500,1,1,0,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
1.2,0-25,Unknown,Unknown,1,0,0,0,0,0,0,0
0.2,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
2,0-25,Flat,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
287.1,0-25,Flat,1501-2500,0,1,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,S,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.3,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.3,0-25,W,0-500,0,0,0,0,1,0,0,0
0.2,0-25,Flat,0-500,0,0,0,0,0,0,0,1
67.6,0-25,E,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
1.9,Unknown,Flat,501-1500,0,0,0,0,1,0,0,0
0.3,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.4,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
5,0-25,Flat,1501-2500,0,0,1,0,0,0,0,0
18.6,0-25,Flat,1501-2500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,1,0,0,0
0.2,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,0-25,Flat,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,501-1500,0,0,0,0,0,0,1,0
0.1,0-25,Flat,Unknown,0,0,1,0,0,0,0,0
0,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.3,0-25,E,0-500,0,0,0,0,1,0,0,0
1.2,76+,Unknown,Unknown,0,0,1,0,0,0,0,0
0.2,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
1.7,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,0,0,0,1
254.2,0-25,SE,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.2,0-25,W,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
3600.2,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
3033.3,0-25,W,0-500,0,0,0,0,0,0,0,1
0.2,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,0,0,0,1
2.4,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.2,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,Unknown,0,0,1,0,0,0,0,0
0.2,0-25,S,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.4,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,501-1500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
6.8,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,26-40,N,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,Unknown,Flat,Unknown,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,0-25,Flat,Unknown,0,0,1,0,0,0,0,0
0.1,41-55,W,0-500,0,0,1,0,0,0,0,0
5,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.5,0-25,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
1.9,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.8,0-25,W,0-500,0,0,1,0,0,0,0,0
1.5,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
9.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.5,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
58.9,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
5,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.6,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
5,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
1.3,0-25,Flat,0-500,0,0,1,0,0,0,0,0
1292,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
15,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.5,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.5,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,0,0,1,0
0.5,0-25,Flat,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.3,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.7,0-25,E,501-1500,0,0,1,0,0,0,0,0
2.2,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,0,0,0,0,1,0
2.7,0-25,NW,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,S,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,SW,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,SE,Unknown,0,0,0,0,1,0,0,0
0.4,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
2.3,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
1.2,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.5,0-25,E,0-500,0,0,1,0,0,0,0,0
0.3,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.4,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.2,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,E,0-500,0,0,0,0,0,0,0,1
720,0-25,SE,501-1500,0,0,0,0,0,0,1,0
33.1,0-25,SW,0-500,0,0,0,0,0,0,1,0
1.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,NW,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
40,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,W,0-500,1,0,0,0,0,0,0,0
0.1,0-25,SW,1501-2500,1,0,0,0,0,0,0,0
0.2,26-40,NW,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,E,501-1500,0,0,0,0,0,0,1,0
0.1,0-25,SE,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,E,1501-2500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0501-1500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,0-25,SW,501-1500,1,0,0,0,0,0,0,0
0.5,0-25,E,1501-2500,1,0,0,0,0,0,0,0
0.1,0-25,N,1501-2500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,1,0,0,0,0,0,0,0
0.4,0-25,W,0-500,0,0,0,0,1,0,0,0
0.1,0-25,E,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,1,0,0,0,0,0,0,0
0.1,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,0,0,0,0,1,0
0.1,0-25,W,0-500,0,0,0,0,0,0,1,0
0.3,0-25,Flat,0-500,1,0,0,0,0,0,0,0
7.4,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,1501-2500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,0,0,0,0,1,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,501-1500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,1501-2500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,0,0,1,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
11.7,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.5,0-25,W,0-500,0,0,1,0,0,0,0,0
1523.3,0-25,Flat,0-500,0,0,1,0,0,0,0,0
