ESTIMATEDTOTALACRES,ORIGINSLOPE,ORIGINASPECT,ORIGINELEVATION,SPRUCE,MUNDRA,GRASS,BRUSH,HARD,LEAF,UNKNOWN,OTHER
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,501-1500,0,0,1,0,0,0,0,0
1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
1.6,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,0,0,1,0,0,0
0.1,0-25,N,0-500,1,0,0,0,0,0,0,0
2.4,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,0,0,0,1
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.3,0-25,SW,0-500,0,0,1,0,0,0,0,0
310.1,0-25,NE,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,501-1500,0,0,1,0,0,0,0,0
0.2,0-25,W,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.2,0-25,W,501-1500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,0-25,N,501-1500,0,0,0,0,1,0,0,0
0.7,0-25,W,0-500,0,0,1,0,0,0,0,0
0.8,0-25,SW,0-500,0,0,1,0,0,0,0,0
9.6,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,1,0,0,0
0.3,0-25,W,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Flat,Unknown,0,0,0,0,0,0,0,1
0.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.3,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,41-55,S,2501-3500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.3,0-25,N,0-500,0,0,1,0,0,0,0,0
5,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,0,0,0,0,0,1
917.9,0-25,NE,501-1500,0,0,0,0,0,0,1,0
1.2,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
4.5,26-40,S,501-1500,1,0,0,0,0,0,0,0
9.5,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
1.9,0-25,SE,0-500,0,0,1,0,0,0,0,0
21.8,0-25,SE,0-500,0,0,0,0,0,0,1,0
0.1,0-25,N,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.2,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SE,3501-4500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,0-500,0,0,1,0,0,0,0,0
0.4,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,1,0,0,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
11,0-25,N,501-1500,0,0,0,0,0,0,1,0
11.9,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,W,501-1500,0,0,0,0,0,0,1,0
0.5,0-25,SE,0-500,0,0,1,0,0,0,0,0
0,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
106.2,0-25,W,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
1,0-25,NE,1501-2500,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,0-25,E,2501-3500,0,0,0,0,1,0,0,0
0.1,0-25,NE,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Flat,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,NE,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,E,501-1500,0,0,0,0,0,0,1,0
5,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
104.6,0-25,W,1501-2500,1,0,0,0,0,0,0,0
13.4,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.2,0-25,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,0,0,0,0,0,1
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
3,0-25,Flat,0-500,0,1,0,0,0,0,0,0
2.4,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
22.8,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
3.5,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,0-500,0,0,0,0,1,0,0,0
0.1,0-25,S,0-500,0,0,0,0,1,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,S,0-500,0,0,0,0,0,0,0,1
0.1,0-25,W,0-500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,0,0,0,0,0,1
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.3,0-25,S,2501-3500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,NW,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,N,0-500,1,0,0,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,Unknown,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
1.8,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.2,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,1501-2500,0,0,0,0,1,0,0,0
0.1,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.1,0-25,E,0-500,1,0,0,0,0,0,0,0
0.1,0-25,E,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
69,0-25,E,501-1500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,0-25,Flat,0-500,0,0,0,0,1,0,0,0
33.6,0-25,S,0-500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
1.7,0-25,NE,0-500,1,0,0,0,0,0,0,0
6682.1,0-25,NE,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,1,0,0,0
0.1,76+,S,0-500,0,0,1,0,0,0,0,0
14.5,0-25,NE,0-500,1,0,0,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
102.9,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,0-500,0,0,0,0,1,0,0,0
0.5,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
1,0-25,E,1501-2500,1,0,0,0,0,0,0,0
2865.5,0-25,NW,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,0,0,1,0,0,0
88.9,0-25,SW,0-500,0,0,0,0,1,0,0,0
0.3,0-25,SE,0-500,0,0,0,0,1,0,0,0
122.3,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
3,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,26-40,S,501-1500,0,0,1,0,0,0,0,0
117.8,0-25,NW,2501-3500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.2,0-25,NE,0-500,0,0,0,0,1,0,0,0
1319,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
4.3,41-55,E,4501-5500,1,0,0,0,0,0,0,0
770.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
196.7,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
983.5,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
2374.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
16247.7,0-25,NE,501-1500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
1,26-40,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,S,0-500,0,0,0,0,0,0,0,1
2.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
5,26-40,NW,501-1500,0,0,0,0,1,0,0,0
0.4,0-25,NE,1501-2500,1,0,0,0,0,0,0,0
0.3,0-25,SE,0-500,0,0,1,0,0,0,0,0
6904.6,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.5,0-25,SE,1501-2500,1,0,0,0,0,0,0,0
7644.3,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,E,0-500,1,0,0,0,0,0,0,0
0.1,0-25,N,0-500,0,0,1,0,0,0,0,0
0.8,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
22.6,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
4119.7,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
13.2,0-25,SE,1501-2500,0,0,0,0,1,0,0,0
0.1,0-25,S,1501-2500,0,0,0,0,0,0,0,1
0.3,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
2192,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.3,0-25,E,0-500,0,0,0,0,1,0,0,0
0.8,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
9.8,0-25,N,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
1231.5,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,SE,2501-3500,1,0,0,0,0,0,0,0
0.1,0-25,N,0-500,0,0,0,0,1,0,0,0
0.1,0-25,E,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.3,0-25,NW,0-500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,0-25,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,501-1500,0,0,0,0,0,0,1,0
0.5,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
3,0-25,SW,1501-2500,0,0,0,0,0,0,0,1
1236.9,0-25,N,501-1500,0,0,0,0,1,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,Flat,501-1500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
43603.6,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,0-25,W,501-1500,0,0,1,0,0,0,0,0
12390.6,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.2,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,501-1500,1,0,0,0,0,0,0,0
0.2,0-25,SE,0-500,0,0,0,0,1,0,0,0
4.7,0-25,NW,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,NW,501-1500,0,0,0,0,1,0,0,0
0.7,0-25,SE,0-500,0,0,1,0,0,0,0,0
13.7,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
73284,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
37752.3,0-25,SE,0-500,1,0,0,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,1,0,0,0
246.3,0-25,Flat,0501-1500,0,1,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
25255.1,0-25,Flat,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,0,0,0,0,1,0
2,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
18.3,0-25,Flat,0501-1500,1,0,0,0,0,0,0,0
13280.4,0-25,SE,2501-3500,1,0,0,0,0,0,0,0
7802.9,0-25,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,1,0,0,0,0,0
0.5,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
2.4,0-25,W,0-500,0,0,1,0,0,0,0,0
0.2,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.3,0-25,W,0-500,0,0,0,0,1,0,0,0
1,0-25,SW,0-500,0,0,1,0,0,0,0,0
59.6,26-40,W,Unknown,0,0,0,0,1,0,0,0
0.7,0-25,S,Unknown,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
1.8,0-25,W,0-500,0,0,1,0,0,0,0,0
0.5,0-25,Flat,Unknown,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
55807.9,0-25,SE,501-1500,0,0,0,0,1,0,0,0
0.2,0-25,NE,0-500,1,0,0,0,0,0,0,0
0.3,0-25,Flat,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
3081.6,0-25,SW,0-500,0,0,1,0,0,0,0,0
2513.9,0-25,E,501-1500,0,0,0,0,1,0,0,0
17.6,0-25,Flat,0501-1500,1,0,0,1,1,0,0,0
2740.7,0-25,NE,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,1,0,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
735,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
178.7,0-25,W,1501-2500,0,0,1,0,0,0,0,0
1426.2,26-40,W,0-500,0,0,1,0,0,0,0,0
45734,0-25,E,501-1500,1,0,0,0,0,0,0,0
53291,0-25,E,501-1500,1,0,0,0,0,0,0,0
112646.1,0-25,NE,501-1500,0,0,0,0,1,0,0,0
0.3,0-25,NW,501-1500,0,0,0,0,1,0,0,0
206821.6,0-25,NE,501-1500,1,0,0,0,0,0,0,0
87792.5,0-25,SW,0-500,0,0,0,0,1,0,0,0
43409.4,0-25,E,0-500,0,0,1,0,0,0,0,0
10.5,0-25,SW,1501-2500,0,0,0,0,1,0,0,0
28.9,0-25,E,0-500,0,0,1,0,0,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
26243.2,0-25,NE,0-500,0,0,0,0,1,0,0,0
91624.3,0-25,NE,501-1500,1,0,0,0,0,0,0,0
6.1,0-25,S,0-500,0,0,1,0,0,0,0,0
107.3,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
36073.4,0-25,SW,501-1500,0,0,0,0,1,0,0,0
17948,0-25,NW,0-500,0,0,0,0,1,0,0,0
9.8,0-25,E,501-1500,0,0,0,0,1,0,0,0
0.9,0-25,SE,0-500,0,0,1,0,0,0,0,0
7791.2,0-25,S,501-1500,1,0,0,0,0,0,0,0
65.5,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.5,0-25,Flat,0-500,1,0,0,0,0,0,0,0
5,0-25,Flat,0-500,1,0,0,0,0,0,0,0
8,0-25,W,0-500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
2.8,0-25,N,0-500,1,0,0,0,0,0,0,0
6.6,0-25,SE,501-1500,0,0,1,0,0,0,0,0
9910.7,0-25,SW,501-1500,0,0,1,0,0,0,0,0
17.7,0-25,E,501-1500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
6591.5,26-40,SW,501-1500,0,0,1,0,0,0,0,0
115030,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
31836.3,0-25,S,0-500,0,0,1,0,0,0,0,0
51145.5,0-25,S,501-1500,1,0,0,0,0,0,0,0
0.8,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,N,0-500,0,0,0,0,1,0,0,0
40450.5,0-25,SW,501-1500,0,0,0,0,1,0,0,0
39959,0-25,N,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.6,0-25,W,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,SW,0-500,0,0,0,0,1,0,0,0
74.1,0-25,SE,501-1500,0,0,0,0,1,0,0,0
1.4,0-25,N,501-1500,0,0,1,0,0,0,0,0
0.3,0-25,West,4501-5500,0,1,0,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
3429.4,0-25,SW,501-1500,0,0,0,0,1,0,0,0
4816.4,0-25,SE,501-1500,0,0,1,0,0,0,0,0
65.8,0-25,SW,1501-2500,1,0,0,0,0,0,0,0
2.2,0-25,N,0-500,1,0,0,0,0,0,0,0
7.7,0-25,E,501-1500,0,0,1,0,0,0,0,0
206057,0-25,Flat,0501-1500,1,0,0,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
233007.7,0-25,NW,501-1500,0,0,0,0,1,0,0,0
199.5,0-25,NW,501-1500,0,0,1,0,0,0,0,0
5.6,0-25,Flat,0501-1500,1,1,0,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,0,0,1,0,0,0
0.7,0-25,W,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,1,0,0,0,0,0
0.5,0-25,Unknown,501-1500,1,0,0,0,0,0,0,0
0.2,0-25,Flat,501-1500,0,0,1,0,0,0,0,0
3.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Unknown,501-1500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,E,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.3,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,E,0-500,0,0,0,0,1,0,0,0
2.8,0-25,SW,0-500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,0,0,1,0,0,0
0.5,Unknown,Flat,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,SE,501-1500,0,0,1,0,0,0,0,0
10654.2,0-25,SW,501-1500,0,0,1,0,0,0,0,0
0.4,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.4,0-25,Flat,Unknown,1,0,0,0,0,0,0,0
0.2,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
5,0-25,N,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NW,501-1500,0,0,1,0,0,0,0,0
0.9,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,N,0-500,0,0,1,0,0,0,0,0
7.8,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
13.3,0-25,SE,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.8,0-25,SW,501-1500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.2,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,1,0,0,0
1,0-25,Flat,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
40.8,0-25,Flat,0-500,1,1,0,0,0,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,0,0,1,0,0,0
5.1,0-25,N,501-1500,0,0,0,0,1,0,0,0
0.1,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.2,0-25,SE,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,1,0,0,0
0.3,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
3.2,0-25,Flat,0-500,0,0,1,0,0,0,0,0
37.8,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,0
740.5,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
1.8,0-25,SW,501-1500,1,0,0,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.6,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0
5,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,41-55,E,0-500,0,0,1,0,0,0,0,0
0.1,26-40,W,0-500,0,0,0,0,1,0,0,0
1.5,0-25,NW,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.3,0-25,N,0-500,0,0,0,0,1,0,0,0
24.3,0-25,NE,0-500,0,0,1,0,0,0,0,0
2.1,0-25,S,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,0,0,0,1
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
29.2,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,0,0,1,0,0,0
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
0.5,0-25,NW,0-500,0,0,0,0,0,0,0,1
0.2,0-25,Flat,0-500,0,0,0,0,1,0,0,0
0.1,0-25,NE,0-500,0,0,1,0,0,0,0,0
0.1,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.2,0-25,SW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,1,0,0,0,0,0
0.1,0-25,W,0-500,0,0,0,0,0,0,0,1
70.4,26-40,E,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NE,501-1500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
0.1,0-25,NW,0-500,0,0,1,0,0,0,0,0
4,0-25,N,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SE,501-1500,0,0,0,0,0,0,0,1
0.1,0-25,NE,501-1500,0,0,0,0,1,0,0,0
0.1,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,0
0.1,0-25,S,501-1500,0,0,0,0,0,0,0,1
4.3,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,1
0.2,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,N,0-500,1,0,0,0,0,0,0,0
0.3,0-25,N,0-500,0,0,0,0,1,0,0,0
0.1,0-25,S,0-500,0,0,1,0,0,0,0,0
0.1,0-25,SE,0-500,0,0,0,0,0,0,0,1
0.1,0-25,Flat,0-500,0,0,1,0,0,0,0,0
